Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0b5w1gamS9f239Sms9guAB,"3SRJWVa6lZnqRHOyAHmDrX","They Don't Know","COOL RELAX","Jon B.",1997-04-21,274666,30,spotify:user:itsbig_al,2020-11-09T01:09:14Z,"contemporary r&b,r&b",0.699,0.388,6,-10.722,1,0.0531,0.588,0.00000198,0.0658,0.566,125.858,4
2ZA4uMlSZjaoWGFqP1tsLI,"5y2Xq6xcjJb2jVM54GHK3t","Ordinary People","Get Lifted","John Legend",2005-12-06,281466,64,spotify:user:itsbig_al,2020-11-09T01:09:23Z,"neo soul,pop,pop soul,urban contemporary",0.469,0.132,10,-14.001,1,0.0798,0.928,0,0.0873,0.36,66.989,3
6cR1U61DMpYbS2TtNTlSvo,"0AunegKKH2ys98aLxq8G1A","Read Your Mind","Private Room","Avant",2003-01-01,263506,55,spotify:user:itsbig_al,2020-11-09T01:09:29Z,"contemporary r&b,r&b,urban contemporary",0.755,0.381,8,-6.696,0,0.0706,0.288,0.00000517,0.0974,0.69,73.108,4
7DFnq8FYhHMCylykf6ZCxA,"7bXgB6jMjp9ATFy66eO08Z","Yo (Excuse Me Miss)","Chris Brown (Expanded Edition)","Chris Brown",2005,229040,73,spotify:user:itsbig_al,2020-11-09T01:09:35Z,"r&b,rap",0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,4
6Q13UWFUuqXLXT7IUVkqM1,"0AunegKKH2ys98aLxq8G1A","Makin' Good Love","Ecstasy","Avant",2002-01-01,271386,56,spotify:user:itsbig_al,2020-11-09T01:09:36Z,"contemporary r&b,r&b,urban contemporary",0.794,0.634,9,-3.819,0,0.0381,0.245,0,0.2,0.736,142.255,4
0ARK753YaiJbpLUk7z5yIM,"2gBjLmx6zQnFGQJCAQpRgw,3AuMNF8rQAKOzjYppFNAoB","Dilemma","Nellyville","Nelly,Kelly Rowland",2002-06-25,289160,80,spotify:user:itsbig_al,2020-11-09T01:09:41Z,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,atl hip hop,hip pop,r&b",0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19,4
6jvvpPJQJy5rMOEkLlADl6,"2iojnBLj0qIMiKPvVhLnsH","Neighbors Know My Name","Ready (Deluxe)","Trey Songz",2009-08-31,186306,58,spotify:user:itsbig_al,2020-11-09T01:09:44Z,"dance pop,r&b,southern hip hop,trap,urban contemporary",0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,4
17zF2ISrDrQdaULA8cxReK,"5y2Xq6xcjJb2jVM54GHK3t,3ipn9JLAPI5GUEo4y4jcoi","Tonight (Best You Ever Had) (feat. Ludacris)","Think Like A Man - Music From & Inspired By The Film","John Legend,Ludacris",2012-04-09,239453,62,spotify:user:itsbig_al,2020-11-09T01:09:50Z,"neo soul,pop,pop soul,urban contemporary,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",0.693,0.813,7,-4.361,0,0.0661,0.0496,0,0.289,0.515,90.006,4
4MOXruB3ARc4PePI6IkGO7,"19Fi1Rj7kk8kyiwxpXy3yM","Kissin' On My Tattoos","Testimony","August Alsina",2014-01-01,251893,57,spotify:user:itsbig_al,2020-11-09T01:09:55Z,"pop r&b,pop rap,r&b,southern hip hop,trap,urban contemporary",0.577,0.624,2,-8.347,0,0.0424,0.0065,0,0.364,0.178,120.142,4
2wZTnl0pPFr3HBcyXfOaVJ,"31TPClRtHm23RisEBtV3X7,6vWDO969PvNqNYHIOW5v0m","Until The End Of Time (with Beyoncé)","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake,Beyoncé",2006-09-13,322093,63,spotify:user:itsbig_al,2020-11-09T01:10:16Z,"dance pop,pop,r&b",0.56,0.372,11,-6.58,0,0.0446,0.271,0,0.195,0.473,119.384,4
5qrzhg9Fmu8Amg2uMhHfe5,"6gbGGM0E8Q1hE511psqxL0","One Wish","Raydiation","Ray J",2005-09-05,337640,11,spotify:user:itsbig_al,2020-11-09T01:12:53Z,"pop rap,urban contemporary",0.525,0.652,5,-7.042,0,0.28,0.278,0,0.339,0.602,127.673,4
4Ilen0VxPEsVRLpnePji8P,"4HgF4KnohByNElYid7iCNb","Slow Down - 12 Version","Disturbing Tha Peace Presents Bobby Valentino","Bobby V.",2005-01-01,258665,66,spotify:user:itsbig_al,2020-11-09T01:13:54Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary",0.566,0.732,11,-4.896,0,0.0953,0.179,0.00000492,0.401,0.621,186.09,4
0At2qAoaVjIwWNAqrscXli,"7HkdQ0gt53LP4zmHsL0nap","Boo'd Up","READY","Ella Mai",2017-02-22,256063,67,spotify:user:itsbig_al,2020-11-09T01:13:59Z,"r&b,rap,uk contemporary r&b",0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,4
41PWz0hAiU9FqsmjR9Wh62,"3ciRvbBIVz9fBoPbtSYq4x,23zg3TcAtWQy7J6upgbUnj,3ipn9JLAPI5GUEo4y4jcoi","Lovers And Friends","Crunk Juice","Lil Jon & The East Side Boyz,USHER,Ludacris",2004-11-16,260600,68,spotify:user:itsbig_al,2020-11-09T01:18:08Z,"atl hip hop,atlanta bass,crunk,dirty south rap,old school atlanta hip hop,southern hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,hip hop,pop rap,trap",0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861,4
2QsZVnbWVSjKMXK6K3uRBL,"23zg3TcAtWQy7J6upgbUnj","U Remind Me","8701","USHER",2001-08-07,266893,72,spotify:user:itsbig_al,2020-11-09T01:18:12Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,4
0ODFPypnJLE6hKgahiuSzn,"3UVRliakQfa1pMWIsNuiZ8","teachme","Luvanmusiq","Musiq Soulchild",2007-03-13,260773,54,spotify:user:itsbig_al,2020-11-09T01:18:14Z,"contemporary r&b,neo soul,new jack swing,r&b,urban contemporary",0.499,0.61,8,-5.11,0,0.135,0.473,0,0.0722,0.436,172.969,3
5Y77SQxEr1eiofPeUTPHxM,"1Xfmvd48oOhEWkscWyEbh9,55Aa2cqylxrFIXC767Z865","You","Street Love","Lloyd,Lil Wayne",2007-01-01,273133,74,spotify:user:itsbig_al,2020-11-09T01:18:16Z,"hip pop,r&b,southern hip hop,trap,urban contemporary,hip hop,new orleans rap,pop rap,rap",0.412,0.876,5,-6.008,0,0.472,0.102,0,0.297,0.706,130.21,5
1X1KDnhTnb28tpJlgOV3lD,"7Aq8lpLMSt1Zxu56pe9bmp","Promise","J.E. Heartbreak","Jagged Edge",2000-01-18,246720,58,spotify:user:itsbig_al,2020-11-09T01:19:01Z,"atl hip hop,contemporary r&b,r&b,urban contemporary",0.751,0.568,5,-5.431,0,0.0872,0.136,0,0.0288,0.646,128.002,4
6zMUIb4uce1CzpbjR3vMdN,"5rkVyNGXEgeUqKkB5ccK83","Foolish","Ashanti","Ashanti",2002-01-01,227386,74,spotify:user:itsbig_al,2020-11-09T01:19:03Z,"dance pop,hip pop,r&b,urban contemporary",0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,4
3kVIFDE3G89I2RPVkiRaRj,"7urq0VfqxEYEEiZUkebXT4","Cupid","112","112",1996-08-27,252266,63,spotify:user:itsbig_al,2020-11-09T01:19:08Z,"atl hip hop,boy band,contemporary r&b,hip pop,r&b,urban contemporary",0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562,4
1kLYMOFEzQX9PgdKB7VkSL,"23zg3TcAtWQy7J6upgbUnj,3jksrX4oBklxR78ft8gv3j","Hey Daddy (Daddy's Home) (feat. Plies)","Hey Daddy (Daddy's Home) (feat. Plies)","USHER,Plies",2009-12-08,256293,71,spotify:user:itsbig_al,2020-11-09T01:19:15Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,dirty south rap,miami hip hop,southern hip hop,trap",0.402,0.741,11,-3.822,1,0.0411,0.000299,0,0.203,0.356,127.835,5
0CmXXEwul09Kf8X68lPA5l,"5aEWnrN8h3MhuFUPRfaVuy","Missing You","Open Letter","Case",2001-01-01,284666,58,spotify:user:itsbig_al,2020-11-09T01:19:20Z,"contemporary r&b,r&b",0.612,0.579,1,-6.417,0,0.0486,0.286,0,0.0556,0.73,86.286,4
3LGeYNY9aWQuBJovOOowqm,"7352aRY2mqSxBZwzUb6LmA,3aQeKQSyrW4qWr35idm0cy,0DRTDBGl9fBAzVdF1IFA75","Outta My System (feat. T-Pain & Johntá Austin)","The Price Of Fame","Bow Wow,T-Pain,Johnta Austin",2006-12-18,238266,56,spotify:user:itsbig_al,2020-11-09T01:19:23Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,gangster rap,hip hop",0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998,4
1V41jy0JfyJRVo7PtQL7PC,"13mOBl37EYFyZvud2tlq4E","I Don't Wanna Hurt You","Love in the First","Latif",2003-01-01,293586,39,spotify:user:itsbig_al,2020-11-09T01:19:27Z,"",0.649,0.561,5,-5.751,0,0.0937,0.349,0,0.0852,0.695,124.126,4
4JOP8ELK6AaeySe7sKe996,"3DiDSECUqqY1AuBP8qtaIa","Un-thinkable (I'm Ready)","The Element Of Freedom","Alicia Keys",2009-12-15,249240,68,spotify:user:itsbig_al,2020-11-09T01:19:38Z,"neo soul,pop,r&b",0.596,0.505,7,-7.892,1,0.0619,0.732,0.0000197,0.106,0.335,86.097,4
06ZDLodo1UDVavc3MXREZ3,"7Aq8lpLMSt1Zxu56pe9bmp","Walked Outta Heaven","Hard","Jagged Edge",2003-10-07,270880,56,spotify:user:itsbig_al,2020-11-09T01:19:44Z,"atl hip hop,contemporary r&b,r&b,urban contemporary",0.67,0.616,10,-6.123,1,0.225,0.573,0,0.0535,0.523,120.129,4
5yC7WplXvhIHsp8NBYV5dT,"23zg3TcAtWQy7J6upgbUnj","Trading Places","Here I Stand","USHER",2008-05-27,268240,54,spotify:user:itsbig_al,2020-11-09T01:21:47Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.696,0.643,0,-5.218,1,0.0447,0.000153,0.0000103,0.156,0.332,146.005,4
2u34ZVPVlr7hfN7vDr1512,"0H0yrKDty3I7pPrNUSH3wW","Sorry 2004","Soulful","Ruben Studdard",2003-08-22,261866,44,spotify:user:itsbig_al,2020-11-09T01:21:52Z,"contemporary r&b,gospel r&b,r&b",0.721,0.472,9,-7.574,1,0.0619,0.076,0,0.332,0.462,129.964,4
0hRPRbA2B1CYmGNhWhFjwF,"7LnaAXbDVIL75IVPnndf7w,3TVXtAsR1Inumwj472S9r4","Fall For Your Type (feat. Drake)","Best Night Of My Life","Jamie Foxx,Drake",2010-12-17,269533,51,spotify:user:itsbig_al,2020-11-09T01:21:58Z,"contemporary r&b,hip pop,pop rap,r&b,southern hip hop,trap,urban contemporary,canadian hip hop,canadian pop,hip hop,rap",0.593,0.393,1,-11.736,1,0.0827,0.394,0.00000324,0.11,0.193,136.866,4
1Dx8rIZaXzZPvUQRF2j9hB,"08p7B5OtcUuVblvkQIlBhJ","Sweet Lady","Tyrese","Tyrese",1998-08-31,290600,61,spotify:user:itsbig_al,2020-11-09T01:22:09Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,4
07o5JbRuDi5ir7rhsOi0ap,"1W3FSF1BLpY3hlVIgvenLz,4iHNK0tOyZPYnBU7nGAgpQ","My Love","Love Vs Money","The-Dream,Mariah Carey",2009-01-01,204613,50,spotify:user:itsbig_al,2020-11-09T01:22:23Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary,dance pop,pop",0.357,0.639,0,-4.839,1,0.0345,0.418,0,0.141,0.344,80.896,4
3taIcgVjePRzkdz0ZmJbOi,"6dROiL44pIQZVNZ6Bc0OJO","Boyfriend #2","The Introduction of Marcus Cooper","Pleasure P",2009-06-05,207400,53,spotify:user:itsbig_al,2020-11-09T01:22:26Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.648,0.767,8,-5.052,1,0.0608,0.0219,0,0.19,0.796,141.906,4
1Ug1mV9h5qVSs4rvvnQWux,"2iojnBLj0qIMiKPvVhLnsH,3TVXtAsR1Inumwj472S9r4","I Invented Sex (feat. Drake)","Ready (Deluxe)","Trey Songz,Drake",2009-08-31,247933,54,spotify:user:itsbig_al,2020-11-09T01:22:32Z,"dance pop,r&b,southern hip hop,trap,urban contemporary,canadian hip hop,canadian pop,hip hop,pop rap,rap",0.69,0.76,0,-4.778,1,0.0587,0.0678,0,0.184,0.468,89.958,4
6cZPfzVtkicrA3CyjqYKhu,"5rkVyNGXEgeUqKkB5ccK83","Baby","Ashanti","Ashanti",2002-01-01,265706,57,spotify:user:itsbig_al,2020-11-09T01:22:34Z,"dance pop,hip pop,r&b,urban contemporary",0.567,0.58,4,-5.757,0,0.223,0.0084,0.00000537,0.0342,0.46,157.596,4
1oNToERLIN71YCPLbRIQGQ,"7352aRY2mqSxBZwzUb6LmA,0f5nVCcR06GX8Qikz0COtT","Let Me Hold You (feat. Omarion)","Wanted","Bow Wow,Omarion",2005,248493,62,spotify:user:itsbig_al,2020-11-09T01:23:33Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,4
7H26V1eqId2OhZbLdFtqlP,"31TPClRtHm23RisEBtV3X7,4lQiVsl7pIB3vSOw3HhUnx","Until the End of Time","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake,The Benjamin Wright Orchestra",2006-09-13,322626,51,spotify:user:itsbig_al,2020-11-09T01:23:37Z,"dance pop,pop",0.804,0.393,11,-6.628,0,0.0458,0.204,0,0.165,0.401,119.881,4
3OQu3z3okKVmWxSXTTHak5,"4sbB4Yy6Qig51pKCIKSLw3","Put That Woman First","Still Ghetto","Jaheim",2002-11-05,245773,57,spotify:user:itsbig_al,2020-11-09T01:25:43Z,"contemporary r&b,new jack swing,r&b,urban contemporary",0.649,0.536,5,-8.804,0,0.132,0.492,0,0.184,0.513,78.935,4
2mNlMOTOtNkPR6di0XMZvm,"51d3rUlLuMh7EW09aMe7yj","Everything","Pandemonium!","B2K",2002-12-10,237546,31,spotify:user:itsbig_al,2020-11-09T01:26:29Z,"boy band,contemporary r&b,hip pop,r&b,urban contemporary",0.753,0.786,8,-4.983,1,0.0328,0.315,0.00000769,0.356,0.964,124.798,4
2mp3sLUNQaJ025Lx5f4AAJ,"33C3ByGk9NCrjTIXr6npqf","Must Be Nice","Lyfe 268-192","Lyfe Jennings",2004-08-17,233440,57,spotify:user:itsbig_al,2020-11-09T01:26:32Z,"contemporary r&b,dirty south rap,hip pop,r&b,urban contemporary",0.447,0.401,3,-11.232,0,0.378,0.657,0,0.127,0.644,82.235,4
4GtvQ52U6f9LGkwjAqL60e,"7352aRY2mqSxBZwzUb6LmA,7bXgB6jMjp9ATFy66eO08Z","Ain't Thinkin' 'Bout You","Aint Thinkin' Bout You","Bow Wow,Chris Brown",2010-01-01,230906,55,spotify:user:itsbig_al,2020-11-09T01:26:38Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.54,0.617,1,-5.534,1,0.125,0.0113,0,0.088,0.127,116.635,5
0rJBJ4K6uNeDg1rGVyi0Tp,"7Aq8lpLMSt1Zxu56pe9bmp","Good Luck Charm","Jagged Edge","Jagged Edge",2006-05-09,264640,43,spotify:user:itsbig_al,2020-11-09T01:26:40Z,"atl hip hop,contemporary r&b,r&b,urban contemporary",0.634,0.653,11,-5.89,1,0.0689,0.434,0,0.109,0.5,116.156,4
6gsmFgUiSTuinJlScwFODv,"5NDMothbpdpq2xHqSjrrWn","I Love You","Faithfully","Faith Evans",2001,267160,52,spotify:user:itsbig_al,2020-11-09T01:27:03Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004,4
13oGc1Mi9niBlo5eTmgGMa,"2P3cjUru4H3fhSXXNxE9kA","We Gonna Take U Back (Lude) / Don't Leave Me","Another Level","Blackstreet",1996-09-09,317160,60,spotify:user:itsbig_al,2020-11-09T01:27:16Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.794,0.589,2,-4.48,0,0.0395,0.0778,0,0.249,0.672,81.821,4
3c6afiysmB7OnxQzzSqRfD,"0le01dl1WllSHhjEXRl4in","So Into You","Tamia","Tamia",1998,261866,70,spotify:user:itsbig_al,2020-11-09T01:27:20Z,"canadian pop,contemporary r&b,hip pop,r&b,urban contemporary",0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,4
0mj0uEJDxy7gN9cbzVRCC4,"4HgF4KnohByNElYid7iCNb","Slow Down - Radio Edit","Slow Down (Radio)","Bobby V.",2005-01-01,235520,36,spotify:user:itsbig_al,2020-11-09T01:27:23Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary",0.649,0.851,11,-4.147,0,0.0668,0.242,0,0.688,0.574,92.992,4
08fhbfRSg7eEH0IZT7pB6a,"1goOx6gnQdUllLfSMsL4Rt","That Girl","Marques Houston","Marques Houston",2003-10-21,215960,45,spotify:user:itsbig_al,2020-11-09T01:27:31Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.683,0.552,10,-5.139,1,0.108,0.548,0,0.221,0.519,98.946,4
6GPiKalxD23rJirHKJm00X,"5xenrbYhp4IRydrWpBe4Bx","Torn","Torn","LeToya",2006-01-01,249253,48,spotify:user:itsbig_al,2020-11-09T01:27:33Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.422,0.894,11,-3.507,0,0.332,0.262,0,0.142,0.636,152.17,4
4S6iSQ7Wr8Ugj4PK1iexkt,"7352aRY2mqSxBZwzUb6LmA,7Aq8lpLMSt1Zxu56pe9bmp","My Baby (feat. Jagged Edge) - With Intro","Unleashed","Bow Wow,Jagged Edge",2003-08-19,303106,41,spotify:user:itsbig_al,2020-11-09T01:27:34Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,atl hip hop,contemporary r&b",0.623,0.58,5,-9.464,0,0.439,0.172,0,0.563,0.51,85.9,4
6dZ6qWl1e9GsMndBG7vqB9,"5rkVyNGXEgeUqKkB5ccK83","Unfoolish","Ashanti","Ashanti",2002-01-01,194160,66,spotify:user:itsbig_al,2020-11-09T01:27:37Z,"dance pop,hip pop,r&b,urban contemporary",0.701,0.692,9,-4.67,0,0.115,0.699,0,0.177,0.688,90.193,4
3SQqBIYN8fPB3wPjFGRS5N,"1vfezMIyCr4XUdYRaKIKi3","Take Me Away","Calling All Hearts","Keyshia Cole",2010-01-01,227053,49,spotify:user:itsbig_al,2020-11-09T01:27:40Z,"hip pop,r&b,urban contemporary",0.649,0.719,5,-3.245,0,0.0321,0.213,0,0.255,0.357,96.738,4
1PmHkalaUHhh0fz23SBHDL,"7Aq8lpLMSt1Zxu56pe9bmp","Let's Get Married","J.E. Heartbreak","Jagged Edge",2000-01-18,263226,57,spotify:user:itsbig_al,2020-11-09T01:27:46Z,"atl hip hop,contemporary r&b,r&b,urban contemporary",0.761,0.627,1,-5.554,1,0.0538,0.175,0,0.128,0.891,109.821,4
2Qsbno7Ko4J1l9hGPs5m6b,"0YWxKQj2Go9CGHCp77UOyy,0le01dl1WllSHhjEXRl4in","Into You (feat. Tamia) - Early Fade Main Mix Amended","Street Dreams","Fabolous,Tamia",2003-01-14,264680,45,spotify:user:itsbig_al,2020-11-09T01:28:03Z,"gangster rap,hip hop,pop rap,rap,trap,urban contemporary,canadian pop,contemporary r&b,hip pop,r&b",0.673,0.521,7,-8.42,0,0.0328,0.253,0,0.26,0.555,91.161,4
5hF2LnbkpnXCkksMSeWcxZ,"3s2wTjWxK8NOX09dmsvVOh,08p7B5OtcUuVblvkQIlBhJ","Pullin' Me Back","Hoodstar (Deluxe Edition)","Chingy,Tyrese",2006-01-01,234133,64,spotify:user:itsbig_al,2020-11-09T01:28:06Z,"crunk,dirty south rap,hip pop,pop rap,southern hip hop,contemporary r&b,r&b,urban contemporary",0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80,4
0ahRDzkKq0KEi7FRoHb0qk,"7urq0VfqxEYEEiZUkebXT4","U Already Know","Pleasure & Pain","112",2005-01-01,198880,53,spotify:user:itsbig_al,2020-11-09T01:28:08Z,"atl hip hop,boy band,contemporary r&b,hip pop,r&b,urban contemporary",0.685,0.512,0,-9.34,0,0.0461,0.274,0,0.166,0.92,87.053,4
3jEqrIfwKO0M8ALu3TGilF,"7352aRY2mqSxBZwzUb6LmA,2NdeV5rLm47xAvogXrYhJX","Like You (feat. Ciara)","Wanted","Bow Wow,Ciara",2005,205840,67,spotify:user:itsbig_al,2020-11-09T01:28:09Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,pop",0.714,0.6,6,-8.365,1,0.0876,0.0465,0,0.0646,0.504,82.017,4
5fJcHhfW0ngZ4qGZqJrIQh,"4HgF4KnohByNElYid7iCNb,5Y5TRrQiqgUO4S36tzjIRZ","Anonymous - Main","Special Occasion","Bobby V.,Timbaland",2007-01-01,283880,52,spotify:user:itsbig_al,2020-11-09T01:28:18Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary,dance pop,pop,pop rap",0.714,0.766,8,-3.373,1,0.0322,0.0144,0,0.0544,0.597,124.998,4
7lVNTXkI3cHFvcXiI8damb,"59wfkuBoNyhDMQGCljbUbA,2gie1bU1LwnxdFAJoTLjzT,23zg3TcAtWQy7J6upgbUnj","I Need a Girl (Pt. 1) [feat. Usher & Loon]","R&B Hits","Diddy,Loon,USHER",2005-10-04,268800,65,spotify:user:itsbig_al,2020-11-09T01:29:36Z,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,atl hip hop,contemporary r&b,pop,r&b,south carolina hip hop,urban contemporary",0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,89.279,4
74rIUpem6Mzx2iNi8Fr1vM,"7bXgB6jMjp9ATFy66eO08Z","Ain't No Way (You Won't Love Me)","Chris Brown (Expanded Edition)","Chris Brown",2005,203800,53,spotify:user:itsbig_al,2020-11-09T01:29:44Z,"r&b,rap",0.702,0.585,6,-7.617,0,0.0446,0.0465,0.00000178,0.143,0.553,93.003,4
5ZelMPn7vupvsTToUTvcbF,"1c70yCa8sRgIiQxl3HOEFo","Unappreciated","Unappreciated","Cherish",2006-01-01,235333,55,spotify:user:itsbig_al,2020-11-09T01:29:49Z,"atl hip hop,girl group,hip pop,r&b,southern hip hop,urban contemporary",0.735,0.521,7,-6.696,0,0.0876,0.0888,0,0.065,0.374,77.01,4
3wkNK8tJZ2stygNJm8RCRD,"1W3FSF1BLpY3hlVIgvenLz","I Luv Your Girl","Love/Hate","The-Dream",2007-01-01,267866,65,spotify:user:itsbig_al,2020-11-09T01:30:00Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.723,0.322,8,-9.702,1,0.0341,0.014,0,0.119,0.0406,90.063,4
2P1e3xpjDhYFqOFeu8IWzS,"1W3FSF1BLpY3hlVIgvenLz","Falsetto","Love/Hate","The-Dream",2007-01-01,271173,55,spotify:user:itsbig_al,2020-11-09T01:30:03Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.732,0.549,0,-4.194,1,0.0312,0.163,0.0000601,0.122,0.479,131.006,4
0fPBKo78nKsbIla2ExeefC,"51d3rUlLuMh7EW09aMe7yj","Why I Love You","B2K","B2K",2002,240640,38,spotify:user:itsbig_al,2020-11-09T01:30:16Z,"boy band,contemporary r&b,hip pop,r&b,urban contemporary",0.698,0.618,0,-5.83,1,0.0282,0.0482,0,0.116,0.37,89.981,4
1zyqZONW985Cs4osz9wlsu,"6XwcepfAsPhrvwziGxhwju","On the Hotline - Amended Version","Late Night Special","Pretty Ricky",2007,242586,59,spotify:user:itsbig_al,2020-11-09T01:30:19Z,"dirty south rap,hip pop,miami hip hop,r&b,southern hip hop,trap,urban contemporary",0.704,0.854,10,-5.477,0,0.183,0.0185,0,0.148,0.688,92.988,4
3dhvQUA0NyrAea4vQ7X6Gn,"7bXgB6jMjp9ATFy66eO08Z","She Ain't You","F.A.M.E. (Expanded Edition)","Chris Brown",2011-03-22,248106,60,spotify:user:itsbig_al,2020-11-09T01:30:28Z,"r&b,rap",0.634,0.716,2,-6.502,1,0.128,0.0341,0,0.0877,0.619,91.039,4
1NAyvpW70a9lxY0YlLWFV4,"2gBjLmx6zQnFGQJCAQpRgw,4sbB4Yy6Qig51pKCIKSLw3","My Place","Suit","Nelly,Jaheim",2004-09-14,336506,60,spotify:user:itsbig_al,2020-11-09T01:30:42Z,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,contemporary r&b,new jack swing,r&b",0.6,0.641,1,-4.237,0,0.0423,0.0498,0.00000149,0.0982,0.642,163.153,4
7zIxcV689lVTl924lAf9Kn,"6vbY3hOaCAhC7VjucswgdS,2iojnBLj0qIMiKPvVhLnsH","Girl Tonite (feat. Trey Songz)","The Day After","Twista,Trey Songz",2005-10-03,221373,47,spotify:user:itsbig_al,2020-11-09T01:30:52Z,"chicago rap,dirty south rap,gangster rap,trap,dance pop,r&b,southern hip hop,urban contemporary",0.668,0.724,7,-5.953,1,0.0536,0.00551,0,0.218,0.318,148.522,4
62cD87SVSewf9mX6D7hHXr,"5PhIi6k0aerOVRR7EdwXyg","Selfish","Selfish (Main Version)","Asia Cruise",2007-12-11,182586,44,spotify:user:itsbig_al,2020-11-09T01:30:59Z,"",0.706,0.579,5,-2.931,1,0.0339,0.676,0,0.272,0.722,102.054,4
4UX4W63zL7edvyBMg9bTw5,"1Xfmvd48oOhEWkscWyEbh9,7Jm2jMNTfIo5D7Amz6VtHy","Cupid","King Of Hearts (Deluxe)","Lloyd,Awesome Jones!!!!",2011,234933,32,spotify:user:itsbig_al,2020-11-09T01:31:40Z,"hip pop,r&b,southern hip hop,trap,urban contemporary",0.616,0.914,8,-4.367,1,0.0797,0.0586,0.00000418,0.349,0.539,100.001,4
0npGoOENjn7vVvIMmvWekQ,"1Xfmvd48oOhEWkscWyEbh9","Lay It Down","King Of Hearts (Deluxe)","Lloyd",2011,240106,57,spotify:user:itsbig_al,2020-11-09T01:31:43Z,"hip pop,r&b,southern hip hop,trap,urban contemporary",0.527,0.797,1,-5.111,0,0.062,0.017,0,0.0798,0.536,155.994,4
2IyL2CyHoenwQLds5jSuqK,"5rkVyNGXEgeUqKkB5ccK83,2gBjLmx6zQnFGQJCAQpRgw,0z4gvV4rjIZ9wHck67ucSV","Body On Me","The Declaration","Ashanti,Nelly,Akon",2008-01-01,200720,65,spotify:user:itsbig_al,2020-11-09T01:31:46Z,"dance pop,hip pop,r&b,urban contemporary,gangster rap,hip hop,pop rap,rap,st louis rap",0.66,0.623,7,-7.321,0,0.152,0.0851,0,0.0841,0.736,179.986,4
