Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0COqiPhxzoWICwFCS4eZcp,"5nGIFgo0shDenQYSE0Sn7c","Bring Me To Life","Fallen","Evanescence",2003-03-04,235893,84,spotify:user:,2024-02-13T21:04:18Z,"alternative metal",0.331,0.943,4,-3.188,0,0.0698,0.00721,0.00000206,0.242,0.296,94.612,4
4EEjMyQub6tgFVshlM9j1M,"28AyklUmMECPwdfo8NEsV0","Margaritaville","Changes In Latitudes, Changes In Attitudes","Jimmy Buffett",1977-01-01,250933,69,spotify:user:,2024-02-13T21:04:18Z,"trop rock",0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,4
3yrSvpt2l1xhsV9Em88Pul,"44NX2ffIYHr6D4n7RaZF7A","Brown Eyed Girl","Blowin' Your Mind!","Van Morrison",1967-09,183306,85,spotify:user:,2024-02-13T21:04:18Z,"classic rock,folk,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,4
3DamFFqW32WihKkTVlwTYQ,"07QEuhtrNmmZ0zEcqE9SF6","Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,79,spotify:user:,2024-02-13T21:04:18Z,"indietronica,pop",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
5zQ1Wq6HNYjGZWkVv5P8Eg,"6zTbBugfNc95zo8ClFDhIn,0fSj8MxxUSzY9fBNRmmuWU,3xvaSlT4xsyk6lY1ESOspO","Breaking Free","High School Musical","Troy,Gabriella Montez,Disney",2006-01-01,207200,65,spotify:user:,2024-02-13T21:04:18Z,"movie tunes",0.577,0.59,0,-6.437,0,0.0365,0.0475,0,0.133,0.333,107.935,4
5Z01UMMf7V1o0MzF86s6WJ,"7dGJo4pcD2V6oG8kP0tJRR","Lose Yourself","Curtain Call: The Hits (Deluxe Edition)","Eminem",2005-12-06,326466,78,spotify:user:,2024-02-13T21:04:18Z,"detroit hip hop,hip hop,rap",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
1Cwsd5xI8CajJz795oy4XF,"0Grjlu7ncIuCaSYvCs9fcd","You Get What You Give","Maybe You've Been Brainwashed Too","New Radicals",1998-01-01,300773,76,spotify:user:,2024-02-13T21:04:18Z,"pop rock",0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,4
2TVxnKdb3tqe1nhQWwwZCO,"3PhoLpVuITZKcymswpck5b","Tiny Dancer","Madman Across The Water","Elton John",1971-11-05,377093,78,spotify:user:,2024-02-13T21:04:18Z,"glam rock,mellow gold,piano rock,rock",0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
3uPfVXcjnpOjyzI3jb3js4,"4uN3DsfENc7dp0OLO0FEIb","Fly","Floored","Sugar Ray",1997-06-20,244640,67,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,funk metal,pop rock,post-grunge",0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,4
0gmbgwZ8iqyMPmXefof8Yf,"6deZN1bslXzeGvOLaLMOIF","How You Remind Me","Silver Side Up","Nickelback",2001-09-11,223840,85,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,canadian rock,post-grunge",0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4
6fw12s3vAJQAt7lbICodwC,"6V6WCgi7waF55bJmylC4H5","I Will Survive - Original 7 Version","I Will Survive (Phil Kelsey Remix)","Gloria Gaynor",1993-01-01,198373,70,spotify:user:,2024-02-13T21:04:18Z,"disco,soft rock",0.779,0.542,9,-15.137,0,0.0515,0.0358,0.000659,0.33,0.647,116.284,4
6UelLqGlWMcVH1E5c4H7lY,"6KImCVD70vtIoJWnq6nGn3","Watermelon Sugar","Fine Line","Harry Styles",2019-12-13,174000,88,spotify:user:,2024-02-13T21:04:18Z,"pop",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
2VxeLyX666F8uXCJ0dZF8B,"1HY2Jd0NmPuamShAr6KMms,4VIvfOurcf0vuLRxLkGnIG","Shallow","A Star Is Born Soundtrack","Lady Gaga,Bradley Cooper",2018-10-05,215733,84,spotify:user:,2024-02-13T21:04:18Z,"art pop,dance pop,pop,hollywood",0.577,0.385,7,-6.362,1,0.03,0.371,0,0.231,0.331,95.82,4
3d9DChrdc6BOeFsbrZ3Is0,"0L8ExT028jH3ddEcZwqJJ5","Under the Bridge","Blood Sugar Sex Magik (Deluxe Edition)","Red Hot Chili Peppers",1991-09-24,264306,82,spotify:user:,2024-02-13T21:04:18Z,"alternative rock,funk metal,funk rock,permanent wave,rock",0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4
3MrWxJaD2AT0W9DjWF64Vm,"4QTVePrFu1xuGM9K0kNXkk","Come On Eileen","Too Rye Ay","Dexys Midnight Runners",1982-07-22,287306,78,spotify:user:,2024-02-13T21:04:18Z,"new romantic,new wave,new wave pop",0.45,0.656,2,-7.049,1,0.0472,0.664,0.00000302,0.259,0.782,106.61,4
5IMtdHjJ1OtkxbGe4zfUxQ,"0TqIPD4IS1w4e30R38B3vj","Escape (The Pina Colada Song)","Partners In Crime","Rupert Holmes",1979-01-01,276493,76,spotify:user:,2024-02-13T21:04:18Z,"yacht rock",0.835,0.509,0,-13.668,1,0.0548,0.469,0.00000411,0.0436,0.949,138.711,4
1bp2IO61zbQrbWNmKKxg3f,"6QtGlUje9TIkLrgPZrESuk","The Joker","The Joker","Steve Miller Band",1973-01-01,264503,75,spotify:user:,2024-02-13T21:04:18Z,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.596,0.448,5,-9.616,1,0.0396,0.365,0.0000053,0.206,0.796,83.293,4
5pKJtX4wBeby9qIfFhyOJj,"3PhoLpVuITZKcymswpck5b,4vjGlQWexbru6aOUCLTVir","Don't Go Breaking My Heart","To Be Continued...","Elton John,Kiki Dee",1990-11-08,271133,56,spotify:user:,2024-02-13T21:04:18Z,"glam rock,mellow gold,piano rock,rock,classic uk pop",0.742,0.863,5,-7.823,1,0.038,0.177,0.00000559,0.0699,0.776,131.193,4
1ZPlNanZsJSPK5h9YZZFbZ,"6tbjWDEIzxoDsBA1FuhfPW","Like a Virgin","Like a Virgin","Madonna",1984-11-12,218626,73,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,4
2ouURa1AIXp3AvkS52Jry5,"4uN3DsfENc7dp0OLO0FEIb","Every Morning","14:59","Sugar Ray",1998-12-23,219866,72,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,funk metal,pop rock,post-grunge",0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.917,4
6Ceejf3zBXvAhIY9DbP1Pr,"4KDyYWR7IpxZ7xrdYbKrqY","Something To Talk About","Luck Of The Draw","Bonnie Raitt",1991-01-01,227573,59,spotify:user:,2024-02-13T21:04:18Z,"country rock,electric blues,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",0.795,0.64,1,-13.478,1,0.0294,0.0631,0.00000213,0.0692,0.954,102.633,4
